met,split,value,src,trg,model
mse,0,0.006474910210304942,CCLE,CCLE,tcnns
mse,1,0.008487087857142857,CCLE,CCLE,tcnns
mse,2,0.009812436859243698,CCLE,CCLE,tcnns
mse,3,0.010141642205882352,CCLE,CCLE,tcnns
mse,4,0.006204400367647059,CCLE,CCLE,tcnns
mse,5,0.008057142373949581,CCLE,CCLE,tcnns
mse,6,0.0066625488130252096,CCLE,CCLE,tcnns
mse,7,0.006478078960084033,CCLE,CCLE,tcnns
mse,8,0.007247425052521009,CCLE,CCLE,tcnns
mse,9,0.007131464894957983,CCLE,CCLE,tcnns
rmse,0,0.08046682676920311,CCLE,CCLE,tcnns
rmse,1,0.09212539203250567,CCLE,CCLE,tcnns
rmse,2,0.0990577450744953,CCLE,CCLE,tcnns
rmse,3,0.10070572082003262,CCLE,CCLE,tcnns
rmse,4,0.07876801614644778,CCLE,CCLE,tcnns
rmse,5,0.08976158629363444,CCLE,CCLE,tcnns
rmse,6,0.08162443759699181,CCLE,CCLE,tcnns
rmse,7,0.08048651415040928,CCLE,CCLE,tcnns
rmse,8,0.08513180987457632,CCLE,CCLE,tcnns
rmse,9,0.08444800113062466,CCLE,CCLE,tcnns
pcc,0,0.8753505327269816,CCLE,CCLE,tcnns
pcc,1,0.82523285418552,CCLE,CCLE,tcnns
pcc,2,0.8033001821454236,CCLE,CCLE,tcnns
pcc,3,0.8149611624017452,CCLE,CCLE,tcnns
pcc,4,0.8702624117025588,CCLE,CCLE,tcnns
pcc,5,0.8280036257230515,CCLE,CCLE,tcnns
pcc,6,0.8616622324455674,CCLE,CCLE,tcnns
pcc,7,0.8634998994326004,CCLE,CCLE,tcnns
pcc,8,0.8603113346580201,CCLE,CCLE,tcnns
pcc,9,0.8377647416342082,CCLE,CCLE,tcnns
scc,0,0.7805962146684746,CCLE,CCLE,tcnns
scc,1,0.6301228044536775,CCLE,CCLE,tcnns
scc,2,0.6246346338907904,CCLE,CCLE,tcnns
scc,3,0.6262443442039556,CCLE,CCLE,tcnns
scc,4,0.7620029547617876,CCLE,CCLE,tcnns
scc,5,0.7066484893858277,CCLE,CCLE,tcnns
scc,6,0.768428612516376,CCLE,CCLE,tcnns
scc,7,0.7653370692829002,CCLE,CCLE,tcnns
scc,8,0.7806110211299737,CCLE,CCLE,tcnns
scc,9,0.6884545594667391,CCLE,CCLE,tcnns
