met,split,value,src,trg,model
rmse,7,0.15562679811635027,CCLE,GDSCv2,hidra
rmse,8,0.16114616352060765,CCLE,GDSCv2,hidra
rmse,9,0.16047076435075341,CCLE,GDSCv2,hidra
pcc,0,0.2815297160410535,CCLE,GDSCv2,hidra
pcc,1,0.3587536167361211,CCLE,GDSCv2,hidra
pcc,2,0.345350358511299,CCLE,GDSCv2,hidra
pcc,3,0.30603426869365097,CCLE,GDSCv2,hidra
pcc,4,0.3416161499342017,CCLE,GDSCv2,hidra
pcc,5,0.3351287895202738,CCLE,GDSCv2,hidra
pcc,6,0.35134637253384704,CCLE,GDSCv2,hidra
pcc,7,0.3575974308654589,CCLE,GDSCv2,hidra
pcc,8,0.3450603265190091,CCLE,GDSCv2,hidra
pcc,9,0.35339714360403085,CCLE,GDSCv2,hidra
scc,0,0.17880146989298323,CCLE,GDSCv2,hidra
scc,1,0.23110014380086413,CCLE,GDSCv2,hidra
scc,2,0.21900429381994108,CCLE,GDSCv2,hidra
scc,3,0.20691304515002018,CCLE,GDSCv2,hidra
scc,4,0.21008881602166293,CCLE,GDSCv2,hidra
scc,5,0.21861034691756767,CCLE,GDSCv2,hidra
scc,6,0.23233633972193596,CCLE,GDSCv2,hidra
scc,7,0.24867246406247473,CCLE,GDSCv2,hidra
scc,8,0.2173141788209657,CCLE,GDSCv2,hidra
scc,9,0.21424285852889857,CCLE,GDSCv2,hidra
r2,0,-0.15338445928734035,CCLE,GDSCv2,hidra
r2,1,-0.18524950515290506,CCLE,GDSCv2,hidra
r2,2,-0.08878695275611759,CCLE,GDSCv2,hidra
r2,3,-0.20102537272223242,CCLE,GDSCv2,hidra
r2,4,-0.08836280368062299,CCLE,GDSCv2,hidra
r2,5,-0.09402125235262626,CCLE,GDSCv2,hidra
r2,6,-0.07278253988570804,CCLE,GDSCv2,hidra
r2,7,-0.03208509974887308,CCLE,GDSCv2,hidra
r2,8,-0.10658985555149303,CCLE,GDSCv2,hidra
r2,9,-0.09733336919786417,CCLE,GDSCv2,hidra
mse,0,0.0364479528698644,CCLE,gCSI,hidra
mse,1,0.03364037682048169,CCLE,gCSI,hidra
mse,2,0.039914178277676585,CCLE,gCSI,hidra
mse,3,0.036796492485326855,CCLE,gCSI,hidra
mse,4,0.03501256675369358,CCLE,gCSI,hidra
mse,5,0.03825266357215139,CCLE,gCSI,hidra
mse,6,0.038585149886662624,CCLE,gCSI,hidra
mse,7,0.031268451412669505,CCLE,gCSI,hidra
mse,8,0.041668344114551704,CCLE,gCSI,hidra
mse,9,0.03858439149969642,CCLE,gCSI,hidra
rmse,0,0.19091346958730912,CCLE,gCSI,hidra
rmse,1,0.18341313153774375,CCLE,gCSI,hidra
