met,split,value,src,trg,model
mse,6,0.0032629661131654227,CTRPv2,CTRPv2,deepttc
mse,7,0.003174139264285216,CTRPv2,CTRPv2,deepttc
mse,8,0.003138300135351985,CTRPv2,CTRPv2,deepttc
mse,9,0.003156971615153841,CTRPv2,CTRPv2,deepttc
rmse,0,0.055338250419254977,CTRPv2,CTRPv2,deepttc
rmse,1,0.05605236678841901,CTRPv2,CTRPv2,deepttc
rmse,2,0.05527609344721102,CTRPv2,CTRPv2,deepttc
rmse,3,0.057505689930368975,CTRPv2,CTRPv2,deepttc
rmse,4,0.055960544183555845,CTRPv2,CTRPv2,deepttc
rmse,5,0.055809610282221915,CTRPv2,CTRPv2,deepttc
rmse,6,0.05712237839205772,CTRPv2,CTRPv2,deepttc
rmse,7,0.056339500035811604,CTRPv2,CTRPv2,deepttc
rmse,8,0.05602053315840527,CTRPv2,CTRPv2,deepttc
rmse,9,0.056186934559146764,CTRPv2,CTRPv2,deepttc
pcc,0,0.9229807597731231,CTRPv2,CTRPv2,deepttc
pcc,1,0.9230126930656459,CTRPv2,CTRPv2,deepttc
pcc,2,0.9244784451275441,CTRPv2,CTRPv2,deepttc
pcc,3,0.9185060723908101,CTRPv2,CTRPv2,deepttc
pcc,4,0.9234152067276348,CTRPv2,CTRPv2,deepttc
pcc,5,0.9229022343882268,CTRPv2,CTRPv2,deepttc
pcc,6,0.9187053011287217,CTRPv2,CTRPv2,deepttc
pcc,7,0.9203462658526452,CTRPv2,CTRPv2,deepttc
pcc,8,0.9205272394912294,CTRPv2,CTRPv2,deepttc
pcc,9,0.9206906872040234,CTRPv2,CTRPv2,deepttc
scc,0,0.877761907245982,CTRPv2,CTRPv2,deepttc
scc,1,0.8806538799975816,CTRPv2,CTRPv2,deepttc
scc,2,0.8844605303350064,CTRPv2,CTRPv2,deepttc
scc,3,0.8751864315576918,CTRPv2,CTRPv2,deepttc
scc,4,0.8784595417999161,CTRPv2,CTRPv2,deepttc
scc,5,0.8783189146950922,CTRPv2,CTRPv2,deepttc
scc,6,0.8745421870532025,CTRPv2,CTRPv2,deepttc
scc,7,0.8753484098789664,CTRPv2,CTRPv2,deepttc
scc,8,0.8749207010259635,CTRPv2,CTRPv2,deepttc
scc,9,0.8726035261805751,CTRPv2,CTRPv2,deepttc
r2,0,0.8516745381417297,CTRPv2,CTRPv2,deepttc
r2,1,0.8513323089735731,CTRPv2,CTRPv2,deepttc
r2,2,0.8542382482008628,CTRPv2,CTRPv2,deepttc
r2,3,0.8433966201095409,CTRPv2,CTRPv2,deepttc
r2,4,0.8519739642878089,CTRPv2,CTRPv2,deepttc
r2,5,0.8512391429187774,CTRPv2,CTRPv2,deepttc
r2,6,0.8434740675960215,CTRPv2,CTRPv2,deepttc
r2,7,0.8469366236505811,CTRPv2,CTRPv2,deepttc
r2,8,0.8472605339388151,CTRPv2,CTRPv2,deepttc
r2,9,0.8474929226756033,CTRPv2,CTRPv2,deepttc
mse,0,0.02404460592817262,CTRPv2,GDSCv1,deepttc
mse,1,0.024535376164941256,CTRPv2,GDSCv1,deepttc
mse,2,0.02436600005205305,CTRPv2,GDSCv1,deepttc
mse,3,0.024263820701349314,CTRPv2,GDSCv1,deepttc
mse,4,0.02506013733680354,CTRPv2,GDSCv1,deepttc
mse,5,0.024824967897406073,CTRPv2,GDSCv1,deepttc
mse,6,0.023764635455158785,CTRPv2,GDSCv1,deepttc
mse,7,0.024029929791206238,CTRPv2,GDSCv1,deepttc
mse,8,0.024374649619402118,CTRPv2,GDSCv1,deepttc
mse,9,0.023667540631790163,CTRPv2,GDSCv1,deepttc
rmse,0,0.15506323203187988,CTRPv2,GDSCv1,deepttc
rmse,1,0.1566377226754183,CTRPv2,GDSCv1,deepttc
rmse,2,0.15609612439792683,CTRPv2,GDSCv1,deepttc
rmse,3,0.15576848430073817,CTRPv2,GDSCv1,deepttc
rmse,4,0.15830393973873025,CTRPv2,GDSCv1,deepttc
rmse,5,0.15755941069135182,CTRPv2,GDSCv1,deepttc
rmse,6,0.15415782644795814,CTRPv2,GDSCv1,deepttc
rmse,7,0.15501590173658392,CTRPv2,GDSCv1,deepttc
rmse,8,0.15612382783996206,CTRPv2,GDSCv1,deepttc
rmse,9,0.1538425839349761,CTRPv2,GDSCv1,deepttc
pcc,0,0.4632824723451036,CTRPv2,GDSCv1,deepttc
pcc,1,0.45549011522918403,CTRPv2,GDSCv1,deepttc
pcc,2,0.4574381817755369,CTRPv2,GDSCv1,deepttc
pcc,3,0.4552911688106407,CTRPv2,GDSCv1,deepttc
pcc,4,0.4511340488756037,CTRPv2,GDSCv1,deepttc
pcc,5,0.44906930357969815,CTRPv2,GDSCv1,deepttc
pcc,6,0.4698684097506893,CTRPv2,GDSCv1,deepttc
pcc,7,0.4615844208943419,CTRPv2,GDSCv1,deepttc
pcc,8,0.44797063613267946,CTRPv2,GDSCv1,deepttc
pcc,9,0.4673181615226407,CTRPv2,GDSCv1,deepttc
scc,0,0.3644818586277722,CTRPv2,GDSCv1,deepttc
scc,1,0.35760782174706973,CTRPv2,GDSCv1,deepttc
scc,2,0.3620468341495616,CTRPv2,GDSCv1,deepttc
scc,3,0.3488212822218472,CTRPv2,GDSCv1,deepttc
scc,4,0.359108753697819,CTRPv2,GDSCv1,deepttc
scc,5,0.3545873942309669,CTRPv2,GDSCv1,deepttc
scc,6,0.3700227719860513,CTRPv2,GDSCv1,deepttc
scc,7,0.34400603858918155,CTRPv2,GDSCv1,deepttc
scc,8,0.3460048991188564,CTRPv2,GDSCv1,deepttc
scc,9,0.36705969891543144,CTRPv2,GDSCv1,deepttc
r2,0,0.10129306968766894,CTRPv2,GDSCv1,deepttc
r2,1,0.0829497200693573,CTRPv2,GDSCv1,deepttc
r2,2,0.08928043253504359,CTRPv2,GDSCv1,deepttc
r2,3,0.0930995548316027,CTRPv2,GDSCv1,deepttc
r2,4,0.06333590301116698,CTRPv2,GDSCv1,deepttc
r2,5,0.07212574991552156,CTRPv2,GDSCv1,deepttc
r2,6,0.1117574293503718,CTRPv2,GDSCv1,deepttc
r2,7,0.10184161458964414,CTRPv2,GDSCv1,deepttc
r2,8,0.08895714064396276,CTRPv2,GDSCv1,deepttc
r2,9,0.1153865090250189,CTRPv2,GDSCv1,deepttc
mse,0,0.01792375550076759,CTRPv2,GDSCv2,deepttc
mse,1,0.018463204298087996,CTRPv2,GDSCv2,deepttc
mse,2,0.01730182102613307,CTRPv2,GDSCv2,deepttc
mse,3,0.01771736581966784,CTRPv2,GDSCv2,deepttc
mse,4,0.019489260909423958,CTRPv2,GDSCv2,deepttc
mse,5,0.018924045622186945,CTRPv2,GDSCv2,deepttc
mse,6,0.017032799897857717,CTRPv2,GDSCv2,deepttc
mse,7,0.01750245516607934,CTRPv2,GDSCv2,deepttc
mse,8,0.017173679405114967,CTRPv2,GDSCv2,deepttc
mse,9,0.017862275795593314,CTRPv2,GDSCv2,deepttc
rmse,0,0.13387963064173575,CTRPv2,GDSCv2,deepttc
rmse,1,0.13587937407159334,CTRPv2,GDSCv2,deepttc
rmse,2,0.13153638670015635,CTRPv2,GDSCv2,deepttc
rmse,3,0.13310659570309744,CTRPv2,GDSCv2,deepttc
rmse,4,0.13960394302964355,CTRPv2,GDSCv2,deepttc
rmse,5,0.13756469613308112,CTRPv2,GDSCv2,deepttc
rmse,6,0.13050976935792094,CTRPv2,GDSCv2,deepttc
rmse,7,0.13229684488331284,CTRPv2,GDSCv2,deepttc
rmse,8,0.13104838574021035,CTRPv2,GDSCv2,deepttc
rmse,9,0.13364982527333627,CTRPv2,GDSCv2,deepttc
pcc,0,0.5929808129969103,CTRPv2,GDSCv2,deepttc
pcc,1,0.5909411647766212,CTRPv2,GDSCv2,deepttc
pcc,2,0.6027674723652208,CTRPv2,GDSCv2,deepttc
pcc,3,0.5940552239610072,CTRPv2,GDSCv2,deepttc
pcc,4,0.5706989648739886,CTRPv2,GDSCv2,deepttc
pcc,5,0.5795000089184305,CTRPv2,GDSCv2,deepttc
pcc,6,0.6106429821935792,CTRPv2,GDSCv2,deepttc
pcc,7,0.6036999351600484,CTRPv2,GDSCv2,deepttc
pcc,8,0.6049847131283428,CTRPv2,GDSCv2,deepttc
pcc,9,0.5949251291095212,CTRPv2,GDSCv2,deepttc
scc,0,0.47019188094368414,CTRPv2,GDSCv2,deepttc
scc,1,0.47071248732152,CTRPv2,GDSCv2,deepttc
scc,2,0.4612704869325019,CTRPv2,GDSCv2,deepttc
scc,3,0.45983077785082116,CTRPv2,GDSCv2,deepttc
scc,4,0.4478304760909864,CTRPv2,GDSCv2,deepttc
scc,5,0.4593555897949697,CTRPv2,GDSCv2,deepttc
scc,6,0.49033495227887924,CTRPv2,GDSCv2,deepttc
scc,7,0.48504515034254525,CTRPv2,GDSCv2,deepttc
scc,8,0.471994251112772,CTRPv2,GDSCv2,deepttc
scc,9,0.4748658726909667,CTRPv2,GDSCv2,deepttc
r2,0,0.23620685801653907,CTRPv2,GDSCv2,deepttc
